Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Arable land (% of land area),AG.LND.ARBL.ZS,"Gambia, The",GMB,18.4782608695652,27.6679841897233,44.4664031620553,44.4664031620553,43.4782608695652,43.4782608695652,43.4782608695652,43.4782608695652,43.4782608695652,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Georgia,GEO,..,11.4117139156713,5.6842711181465,5.43099717796063,5.3245071233271,5.98215588152297,5.26205214652625,5.29140901146972,4.95035256871492,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Germany,DEU,34.2880875318649,33.8271958733343,33.9845655105144,34.0687399586872,33.9530613415964,34.0403577161202,34.0240756663801,33.9650131735266,33.6701396839936,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Ghana,GHA,11.8660455304562,17.3595851278896,20.3041223521139,20.7436055199086,20.6557088863497,20.6557088863497,20.6557088863497,20.6557088863497,20.6557088863497,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Greece,GRC,22.4903025601241,21.2645461598138,19.9146625290923,19.7982932505818,19.7051978277735,19.4724592707525,17.2536850271528,16.8425135764158,16.6020170674942,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Greenland,GRL,0.00146327187591455,0.00194908027774394,0.00219271531246193,0.00219271531246193,0.00219271531246193,0.00219271531246193,0.00219271531246193,0.00219271531246193,..,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Grenada,GRD,5.88235294117647,2.94117647058824,8.82352941176471,8.82352941176471,8.82352941176471,8.82352941176471,8.82352941176471,8.82352941176471,8.82352941176471,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Guam,GUM,3.7037037037037,3.7037037037037,1.85185185185185,1.85185185185185,1.85185185185185,1.85185185185185,1.85185185185185,1.85185185185185,1.85185185185185,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Guatemala,GTM,12.1313923105636,13.0179171332587,11.1616270628471,10.5600970055729,9.95856694829871,9.35703632145418,8.71407230116619,8.04404628592759,8.04404628592759,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Guinea,GIN,11.6107764935699,8.74572684356178,11.8020511150903,11.8020511150903,12.209018394921,12.6159856747518,12.6159856747518,12.6159856747518,12.6159856747518,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Guinea-Bissau,GNB,8.89046941678521,10.6685633001422,10.6685633001422,10.6685633001422,10.6685633001422,10.6685633001422,10.6685633001422,10.6685633001422,10.6685633001422,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Guyana,GUY,2.43840487680975,2.28600457200914,2.13360426720853,2.13360426720853,2.13360426720853,2.13360426720853,2.13360426720853,2.13360426720853,2.13360426720853,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Haiti,HTI,28.3018867924528,32.656023222061,39.9129172714078,38.4615384615385,36.2844702467344,38.8243831640058,38.8243831640058,38.8243831640058,38.8243831640058,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Honduras,HND,13.066404504424,9.54508892662436,9.1160961658772,9.1160961658772,9.1160961658772,9.1160961658772,9.1160961658772,9.1160961658772,9.1160961658772,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Hong Kong SAR, China",HKG,6.06060606060606,4.76190476190476,3.33333333333333,3.33333333333333,2.95238086155483,2.95238086155483,2.95238086155483,2.95238086155483,2.85714285714286,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Hungary,HUN,56.2367864693446,51.3501450569069,48.5143046503921,48.5474428366287,48.5695349607865,47.6748039323981,47.7410803048713,47.763172429029,47.763172429029,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Iceland,ISL,1.35660847880299,1.28678304239402,1.22693266832918,1.21895258801239,1.20897752566825,1.20897752566825,1.20897752566825,1.2069825436409,1.2069825436409,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,India,IND,54.9776502678941,54.127048725443,52.8082631786061,52.7981730060978,52.6525381828945,52.617558918199,52.6246220389548,52.6246220389548,52.6246220389548,..,..,..
